age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
59;blue-collar;divorced;professional.course;no;yes;no;cellular;jun;fri;1360;9;163;10;nonexistent;-1.836;93.523;-41.819;2.269;5130;no
57;management;married;basic.6y;no;yes;no;cellular;may;tue;1527;7;80;8;nonexistent;-1.317;93.705;-40.272;2.705;5110;no
49;services;married;high.school;no;yes;no;telephone;may;thu;875;7;114;12;nonexistent;-1.401;93.227;-41.77;2.795;5109;no
60;management;single;basic.4y;no;yes;no;telephone;jul;fri;1474;9;52;11;nonexistent;-1.526;93.814;-38.423;2.629;5119;no
48;services;married;basic.4y;no;yes;no;telephone;may;tue;882;8;65;11;nonexistent;-1.249;93.354;-38.805;3.182;5098;no
41;services;married;high.school;no;yes;no;cellular;may;fri;926;8;86;7;nonexistent;-1.012;93.551;-44.35;2.84;5064;no
47;services;single;basic.6y;no;yes;no;telephone;jun;thu;776;9;196;11;nonexistent;-0.714;93.285;-40.561;3.364;5136;no
71;management;single;basic.4y;no;yes;no;cellular;jul;wed;1589;7;188;10;nonexistent;-0.852;93.323;-42.638;2.396;5146;no
56;technician;divorced;professional.course;no;yes;no;telephone;may;thu;1243;11;27;14;nonexistent;-1.495;93.899;-39.638;2.083;5066;no
49;blue-collar;married;high.school;no;yes;no;telephone;may;mon;1132;9;102;13;nonexistent;-1.939;93.847;-37.99;2.446;5078;no
59;admin.;married;professional.course;no;yes;yes;cellular;nov;tue;1937;6;149;7;nonexistent;-1.688;93.852;-41.944;2.221;5127;no
42;unemployed;married;high.school;no;no;no;cellular;may;mon;1285;4;75;5;nonexistent;-1.622;92.719;-42.763;3.542;5158;no
54;admin.;married;professional.course;no;no;no;telephone;may;fri;1156;5;31;10;nonexistent;-2.116;92.83;-40.126;3.344;5200;no
54;management;single;basic.9y;no;yes;no;telephone;may;mon;864;10;196;10;nonexistent;-1.399;93.415;-38.712;3.185;5111;no
56;blue-collar;married;basic.9y;no;no;no;cellular;may;fri;1539;5;87;6;nonexistent;-2.342;93.229;-42.986;2.438;5149;no
53;admin.;married;high.school;no;yes;yes;cellular;jun;mon;1939;5;44;6;nonexistent;-1.481;93.541;-41.554;2.715;5129;no
64;blue-collar;married;basic.6y;no;no;no;cellular;apr;thu;1193;4;103;6;nonexistent;-1.306;92.776;-42.677;2.959;5139;no
53;admin.;single;professional.course;no;yes;no;telephone;jun;thu;1195;8;24;12;nonexistent;-1.122;93.43;-40.03;2.608;5122;no
41;technician;divorced;high.school;no;yes;no;cellular;aug;fri;1052;9;11;10;nonexistent;-1.119;93.725;-37.289;3.254;5134;no
50;blue-collar;single;basic.6y;no;yes;no;telephone;sep;tue;1709;12;37;10;nonexistent;-0.813;93.409;-35.96;3.141;5100;yes
53;admin.;married;high.school;no;yes;no;cellular;may;tue;1585;10;140;10;nonexistent;-0.65;93.549;-38.513;2.946;5110;yes
63;unemployed;single;university.degree;no;yes;no;telephone;jun;fri;1193;8;190;10;nonexistent;-1.458;93.413;-37.831;3.074;5119;no
61;admin.;married;basic.4y;no;yes;no;telephone;jul;fri;822;10;53;13;nonexistent;-1.059;93.305;-36.889;3.541;5147;no
45;blue-collar;married;basic.4y;no;yes;no;cellular;may;mon;1368;9;10;9;nonexistent;-1.943;94.058;-36.34;2.821;5099;no
69;unemployed;married;professional.course;no;yes;no;cellular;jul;thu;1357;6;182;6;nonexistent;-1.764;93.156;-43.403;2.639;5154;no
51;blue-collar;married;basic.4y;no;yes;no;telephone;jul;tue;1650;7;100;12;nonexistent;-1.518;93.477;-39.631;2.698;5092;yes
63;services;married;basic.4y;no;yes;yes;cellular;jun;thu;1842;8;158;5;nonexistent;-1.951;94.109;-46.405;1.351;5082;no
45;retired;single;basic.9y;no;yes;no;telephone;may;thu;1098;9;143;11;nonexistent;-1.249;93.614;-40.963;2.977;5092;no
62;blue-collar;married;high.school;no;yes;no;cellular;may;thu;1637;8;71;9;nonexistent;-0.632;93.668;-39.533;2.826;5127;no
73;admin.;married;high.school;no;yes;no;cellular;jun;wed;903;9;32;9;nonexistent;-0.932;92.896;-42.586;2.593;5118;no
48;services;divorced;high.school;no;yes;no;cellular;may;mon;1276;8;40;8;success;-1.498;93.555;-39.185;3.082;5113;no
39;management;single;university.degree;no;yes;no;telephone;aug;wed;1371;8;111;13;nonexistent;-1.946;93.745;-40.191;2.49;5098;no
46;blue-collar;single;professional.course;no;yes;no;cellular;may;thu;937;9;199;9;nonexistent;-1.302;93.811;-39.661;2.795;5083;no
47;blue-collar;married;university.degree;no;yes;no;telephone;jul;fri;1379;9;134;13;nonexistent;-1.454;93.65;-44.281;2.189;5090;no
37;unemployed;married;high.school;no;yes;no;cellular;may;wed;588;8;44;6;nonexistent;-0.726;93.112;-41.287;3.92;5100;no
74;management;married;basic.4y;no;yes;no;telephone;aug;tue;2090;11;94;15;failure;-0.67;93.725;-38.168;2.284;5131;yes
49;services;married;university.degree;no;yes;no;telephone;apr;mon;847;11;190;11;nonexistent;-2.436;94.156;-35.15;2.413;5012;no
39;admin.;married;basic.4y;no;yes;no;cellular;aug;thu;1191;8;98;9;nonexistent;-1.111;93.588;-39.973;3.215;5130;no
56;admin.;married;professional.course;no;yes;no;telephone;jun;wed;862;7;176;12;success;-1.166;92.877;-38.034;3.576;5179;no
57;technician;married;basic.4y;no;yes;no;cellular;may;thu;1892;6;70;9;nonexistent;-1.494;92.985;-42.888;2.73;5160;yes
56;housemaid;married;professional.course;no;yes;yes;cellular;jun;mon;1622;6;27;5;nonexistent;-1.473;93.206;-46.525;2.236;5149;no
63;blue-collar;married;university.degree;no;yes;no;cellular;jun;mon;1037;7;124;6;nonexistent;-1.331;93.248;-41.174;2.822;5103;no
53;management;married;basic.9y;no;yes;yes;telephone;nov;fri;2265;10;50;15;nonexistent;-1.601;93.828;-40.427;2.379;5072;yes
58;unemployed;married;basic.6y;no;yes;no;cellular;jun;thu;1249;8;169;8;failure;-1.631;93.489;-38.336;3.044;5112;no
65;admin.;married;basic.6y;no;yes;no;telephone;jul;tue;1034;10;170;10;nonexistent;-1.259;93.69;-38.855;2.876;5112;no
67;management;married;high.school;no;yes;yes;cellular;aug;wed;1768;7;68;8;nonexistent;-2.461;93.92;-41.63;1.892;5119;no
61;services;married;basic.6y;no;yes;yes;telephone;jun;fri;1887;9;143;13;nonexistent;-1.632;94.59;-36.725;2.325;5104;no
38;management;married;high.school;no;yes;no;cellular;jun;tue;983;10;85;8;nonexistent;-1.814;94.024;-41.876;2.577;5035;no
59;services;married;basic.9y;no;yes;no;telephone;may;thu;1304;9;181;11;nonexistent;-1.297;93.46;-39.656;2.894;5133;no
49;admin.;single;basic.9y;no;yes;no;telephone;may;mon;1409;10;87;11;nonexistent;0.165;93.915;-39.943;3.165;5066;yes
38;management;divorced;high.school;no;yes;no;cellular;jul;fri;682;7;25;8;nonexistent;-1.059;93.197;-42.714;3.6;5111;no
39;services;married;high.school;no;yes;no;telephone;aug;wed;1007;8;188;11;success;-2.073;93.925;-40.92;2.663;5091;no
56;services;divorced;basic.4y;no;yes;no;cellular;jun;wed;1500;6;9;9;nonexistent;-1.454;93.373;-38.692;3.354;5154;no
57;technician;married;professional.course;no;yes;no;telephone;jun;thu;1329;10;54;12;nonexistent;-0.89;93.646;-36.348;2.674;5114;no
30;technician;married;university.degree;no;yes;no;cellular;may;mon;94;8;32;3;nonexistent;-0.553;93.026;-43.969;4.365;5094;no
58;technician;divorced;basic.9y;no;yes;no;telephone;jun;mon;1183;10;116;13;nonexistent;-1.135;93.748;-42.103;1.998;5066;no
48;technician;married;basic.6y;no;yes;no;telephone;may;tue;1172;11;63;11;nonexistent;-1.063;93.714;-36.168;3.146;5105;no
55;blue-collar;single;professional.course;no;yes;no;cellular;aug;wed;1556;7;109;9;nonexistent;-1.381;93.548;-38.324;2.966;5135;no
73;admin.;married;basic.6y;no;yes;no;telephone;jun;mon;1349;7;69;13;nonexistent;-1.716;92.964;-44.057;2.043;5171;no
49;admin.;married;basic.4y;no;yes;no;telephone;jun;tue;1444;9;165;13;nonexistent;-2.186;94.005;-39.643;2.0;5092;no
60;services;married;high.school;no;no;no;cellular;may;tue;1617;5;93;8;nonexistent;-1.348;93.358;-40.977;3.002;5141;no
53;unemployed;married;basic.6y;no;yes;no;telephone;jul;thu;1336;9;21;11;nonexistent;-1.722;93.99;-36.911;2.288;5077;no
50;blue-collar;married;basic.6y;no;yes;yes;cellular;may;fri;1585;6;64;7;nonexistent;-1.424;94.132;-37.049;3.046;5069;no
53;admin.;married;university.degree;no;yes;no;telephone;jun;mon;1196;6;1;12;nonexistent;-1.159;93.211;-40.907;2.919;5131;no
35;blue-collar;married;basic.9y;no;yes;no;cellular;jun;mon;951;9;199;7;nonexistent;-0.813;93.449;-43.47;3.311;5114;no
43;retired;divorced;university.degree;no;yes;no;cellular;jun;wed;946;8;70;9;nonexistent;-2.338;93.984;-39.742;2.367;5049;no
55;services;single;basic.6y;no;yes;no;cellular;may;wed;1714;8;83;7;nonexistent;0.129;93.525;-37.867;2.89;5092;yes
59;blue-collar;married;professional.course;no;yes;no;cellular;apr;thu;1342;7;40;8;nonexistent;-1.716;93.38;-39.502;2.945;5122;no
62;blue-collar;married;high.school;no;yes;no;cellular;jun;tue;1398;8;14;9;success;-1.767;93.633;-42.226;2.215;5106;no
53;blue-collar;single;basic.4y;no;yes;no;telephone;jul;wed;1048;8;6;12;nonexistent;-1.731;93.544;-35.487;2.829;5107;no
35;housemaid;married;professional.course;no;yes;no;cellular;jul;tue;732;6;187;5;nonexistent;-0.841;93.34;-42.186;3.676;5126;no
68;unemployed;married;university.degree;no;yes;no;telephone;jul;tue;1328;10;9;14;failure;-2.137;94.007;-40.664;1.767;5119;no
51;retired;married;basic.6y;no;yes;no;cellular;jun;thu;1146;8;105;5;success;-2.049;93.578;-43.89;2.287;5076;no
54;blue-collar;single;professional.course;no;yes;yes;cellular;aug;thu;1808;7;108;7;nonexistent;-1.563;94.199;-37.563;2.967;5105;no
53;technician;married;high.school;no;yes;no;cellular;aug;tue;1290;6;190;8;failure;-1.277;93.119;-41.601;2.937;5111;no
62;unemployed;married;professional.course;no;yes;no;telephone;jun;thu;1125;10;34;10;nonexistent;-0.544;93.378;-36.377;2.868;5107;no
43;technician;married;professional.course;no;yes;no;telephone;jul;mon;908;9;113;10;nonexistent;-1.33;93.595;-41.356;3.072;5092;no
55;services;married;basic.4y;no;yes;yes;telephone;may;thu;1789;9;137;11;nonexistent;-1.039;94.169;-38.574;2.625;5111;no
71;blue-collar;married;basic.6y;no;yes;yes;cellular;may;tue;1692;6;22;6;nonexistent;-1.175;93.73;-42.466;2.027;5066;no
64;blue-collar;married;high.school;no;yes;no;cellular;jun;mon;1274;7;127;10;nonexistent;-1.625;93.014;-40.612;2.86;5172;no
50;blue-collar;married;university.degree;no;yes;no;telephone;sep;fri;1285;9;77;10;nonexistent;-2.299;93.684;-39.671;2.551;5120;no
64;technician;married;basic.9y;no;yes;no;telephone;jul;wed;771;9;170;14;failure;-0.73;92.87;-36.598;3.7;5160;no
53;retired;married;high.school;no;yes;yes;cellular;jul;thu;1943;6;93;8;nonexistent;-1.803;93.832;-40.444;2.431;5124;no
56;unemployed;single;basic.4y;no;yes;no;cellular;may;thu;1791;7;158;9;nonexistent;-1.939;93.413;-41.777;2.565;5119;yes
62;blue-collar;single;professional.course;no;yes;no;cellular;jun;thu;1500;7;123;8;nonexistent;-1.65;93.615;-42.357;2.364;5099;no
30;services;married;high.school;no;no;no;cellular;jun;wed;397;5;198;2;nonexistent;-0.371;92.811;-47.268;4.422;5095;no
58;retired;married;professional.course;no;yes;no;cellular;aug;tue;1290;7;29;9;nonexistent;-1.469;93.626;-39.949;3.032;5121;no
47;management;married;university.degree;no;yes;no;telephone;may;fri;1250;9;38;10;nonexistent;-1.826;93.787;-39.443;2.645;5061;no
37;services;married;basic.4y;no;yes;no;cellular;jun;mon;700;8;5;7;nonexistent;-1.054;93.442;-44.016;3.225;5086;no
61;unemployed;single;basic.9y;no;yes;no;telephone;sep;fri;1249;12;7;12;failure;-0.332;93.214;-38.012;3.641;5109;yes
33;unemployed;married;university.degree;no;yes;no;cellular;apr;thu;530;10;139;7;failure;-0.781;93.386;-42.089;3.795;5091;no
58;blue-collar;single;basic.6y;no;yes;no;cellular;apr;wed;1677;8;27;8;nonexistent;-1.575;93.897;-41.227;2.299;5102;no
48;blue-collar;single;professional.course;no;yes;no;telephone;jun;tue;859;8;63;12;nonexistent;-1.576;93.334;-38.726;3.247;5096;no
61;admin.;divorced;professional.course;no;no;yes;cellular;oct;mon;2099;5;79;7;success;-1.399;93.652;-42.06;2.369;5141;no
55;housemaid;married;high.school;no;yes;no;cellular;aug;wed;1119;6;93;7;nonexistent;-1.138;93.083;-39.978;3.657;5133;no
36;admin.;married;basic.6y;no;yes;no;cellular;apr;thu;852;10;12;9;nonexistent;-1.364;93.713;-40.831;3.197;5085;no
51;management;married;basic.6y;no;yes;no;telephone;oct;thu;1173;8;187;12;nonexistent;-1.437;93.614;-38.956;2.722;5095;no
60;housemaid;single;high.school;no;yes;yes;telephone;oct;thu;1653;7;58;11;failure;-1.424;93.656;-37.794;2.99;5142;no
56;admin.;single;basic.6y;no;yes;no;cellular;may;fri;1140;8;38;8;nonexistent;-1.116;93.111;-41.889;3.051;5137;no
59;admin.;married;high.school;no;yes;no;telephone;may;fri;1028;11;33;12;nonexistent;-1.291;93.784;-37.924;2.842;5118;no
63;blue-collar;married;high.school;no;no;no;cellular;jul;tue;884;5;163;10;nonexistent;-0.765;92.195;-39.487;3.937;5198;no
46;unemployed;married;basic.9y;no;yes;no;telephone;jun;mon;1330;7;183;10;nonexistent;-2.039;93.834;-39.396;2.42;5084;no
49;admin.;married;basic.9y;no;yes;no;cellular;may;wed;1166;8;59;9;nonexistent;-1.058;93.617;-39.226;3.308;5096;no
58;admin.;married;university.degree;no;yes;no;cellular;jul;fri;1547;6;121;4;nonexistent;-0.799;93.568;-39.169;3.281;5078;no
52;technician;married;high.school;no;yes;no;telephone;may;wed;1386;10;44;13;nonexistent;-1.323;93.798;-36.356;3.008;5129;no
50;blue-collar;married;high.school;no;yes;no;cellular;may;tue;1078;11;48;9;nonexistent;-0.392;93.452;-38.061;3.409;5102;no
57;services;single;university.degree;no;no;no;cellular;jun;thu;1530;5;97;9;nonexistent;-1.104;92.992;-40.898;3.153;5167;no
60;blue-collar;married;high.school;no;yes;no;telephone;may;thu;1414;8;143;10;nonexistent;-1.127;93.212;-40.859;2.886;5156;no
65;services;married;university.degree;no;yes;no;cellular;jul;fri;1419;8;109;10;nonexistent;-0.698;93.666;-37.229;3.135;5096;no
58;services;married;basic.4y;no;yes;no;cellular;oct;wed;1571;5;183;8;nonexistent;-1.393;93.156;-39.895;3.231;5163;no
59;blue-collar;single;professional.course;no;yes;no;telephone;jul;fri;890;10;95;14;nonexistent;-1.045;93.375;-32.311;3.851;5141;no
45;blue-collar;married;basic.9y;no;yes;no;cellular;jul;tue;1546;6;42;8;nonexistent;-2.215;93.713;-40.802;2.769;5133;no
58;unemployed;divorced;professional.course;no;yes;no;telephone;may;fri;1641;9;153;10;success;-0.12;93.294;-39.179;3.032;5079;yes
53;admin.;married;university.degree;no;yes;no;cellular;jun;tue;1544;6;120;8;nonexistent;-1.462;93.541;-40.483;2.867;5130;no
63;blue-collar;divorced;basic.9y;no;yes;no;telephone;aug;thu;1342;8;2;10;nonexistent;-1.422;93.788;-39.576;2.551;5103;no
24;technician;single;high.school;no;yes;no;cellular;jul;fri;1089;8;82;7;nonexistent;-1.26;93.691;-42.042;3.638;5128;no
34;housemaid;married;professional.course;no;yes;no;cellular;may;thu;1241;9;41;10;nonexistent;-1.065;93.823;-40.381;3.048;5136;no
63;technician;divorced;basic.4y;no;yes;no;telephone;aug;thu;1343;7;172;10;nonexistent;-0.597;93.483;-39.403;3.255;5109;no
62;services;married;professional.course;no;yes;no;cellular;nov;fri;1447;6;50;10;nonexistent;-1.004;93.186;-38.712;3.104;5135;no
46;retired;married;basic.4y;no;yes;no;cellular;may;tue;1414;8;90;6;nonexistent;-1.502;94.175;-39.629;2.935;5084;no
49;services;married;university.degree;no;yes;no;telephone;may;wed;1975;12;71;15;nonexistent;-1.56;93.91;-39.191;3.011;5162;yes
60;blue-collar;married;basic.9y;no;yes;no;cellular;may;fri;986;7;44;9;nonexistent;-1.221;92.751;-38.005;3.591;5151;no
55;services;single;high.school;no;yes;no;telephone;may;thu;1190;11;90;15;nonexistent;-1.898;93.783;-38.649;2.267;5066;no
62;retired;single;basic.4y;no;yes;yes;cellular;apr;fri;1788;6;187;8;nonexistent;-1.064;93.551;-40.484;2.815;5144;no
61;blue-collar;married;basic.9y;no;yes;no;telephone;sep;wed;1397;11;57;16;nonexistent;-0.333;93.827;-40.981;2.966;5095;yes
66;blue-collar;married;high.school;no;yes;no;telephone;jul;thu;1301;9;40;14;failure;-2.514;93.563;-36.847;2.536;5173;no
57;housemaid;married;high.school;no;no;no;cellular;aug;mon;1481;3;60;5;nonexistent;-1.249;92.85;-43.264;3.201;5178;no
48;technician;single;basic.4y;no;yes;no;cellular;jul;tue;949;7;143;9;nonexistent;-1.366;93.418;-38.387;3.257;5086;no
53;services;married;university.degree;no;yes;no;telephone;jun;thu;1051;11;75;12;nonexistent;-1.11;93.975;-34.698;3.385;5091;no
58;unemployed;divorced;basic.4y;no;yes;no;cellular;jul;tue;1483;10;94;10;nonexistent;0.035;93.228;-34.981;3.367;5118;yes
46;services;married;professional.course;no;yes;no;cellular;aug;tue;1469;6;60;7;nonexistent;-1.213;93.516;-35.637;2.841;4963;yes
63;services;married;high.school;no;yes;no;telephone;aug;fri;1163;11;117;11;nonexistent;-0.262;93.112;-37.11;3.338;5075;yes
48;housemaid;single;high.school;no;yes;no;telephone;may;wed;1296;7;66;12;nonexistent;-1.353;93.652;-40.248;2.63;5136;no
58;blue-collar;married;basic.6y;no;yes;no;telephone;jun;mon;1158;8;118;14;nonexistent;-1.775;93.629;-39.669;2.013;5083;no
30;blue-collar;married;high.school;no;yes;no;cellular;jun;wed;581;5;167;4;nonexistent;-1.42;93.252;-41.028;4.27;5100;no
60;housemaid;married;high.school;no;yes;no;telephone;aug;wed;1447;11;47;10;nonexistent;-0.586;93.04;-37.157;3.174;5114;yes
59;management;married;basic.6y;no;yes;no;telephone;jun;fri;862;9;141;13;nonexistent;-1.101;93.312;-37.024;3.359;5136;no
54;blue-collar;divorced;basic.6y;no;yes;no;telephone;may;thu;1424;8;96;11;nonexistent;-1.397;93.458;-39.584;3.073;5159;no
61;blue-collar;married;basic.4y;no;yes;no;telephone;jul;wed;1146;7;109;11;nonexistent;-1.381;93.137;-36.685;3.384;5159;no
56;blue-collar;married;basic.4y;no;no;yes;cellular;jun;wed;1780;5;103;5;nonexistent;-0.588;93.716;-40.049;3.129;5081;no
52;admin.;married;basic.4y;no;yes;yes;cellular;may;fri;1675;6;21;5;nonexistent;-1.48;93.216;-41.851;2.766;5151;no
54;blue-collar;married;basic.6y;no;yes;no;telephone;apr;thu;1215;10;14;11;failure;-1.065;93.732;-37.588;2.622;5090;no
53;services;single;high.school;no;yes;no;telephone;may;tue;1451;9;79;13;nonexistent;-1.455;93.779;-40.728;2.115;5090;no
37;services;divorced;basic.9y;no;yes;no;cellular;may;wed;590;10;150;7;nonexistent;-1.023;93.515;-44.976;3.117;5059;no
66;unemployed;single;basic.9y;no;yes;no;cellular;may;tue;1078;7;106;10;failure;-0.75;92.925;-41.652;2.831;5107;no
57;retired;married;basic.4y;no;yes;no;telephone;may;fri;658;11;72;10;nonexistent;-0.847;93.431;-37.89;3.166;5087;no
45;admin.;married;high.school;no;yes;no;telephone;jun;thu;643;7;74;10;nonexistent;-0.849;93.103;-40.183;3.46;5127;no
51;admin.;married;basic.9y;no;yes;no;telephone;jul;tue;1161;10;144;12;nonexistent;-0.529;93.329;-39.865;3.07;5134;no
54;technician;single;high.school;no;yes;yes;cellular;jun;mon;1612;6;94;8;success;-1.324;93.502;-41.581;2.754;5128;no
61;admin.;married;professional.course;no;yes;yes;cellular;may;mon;1841;6;1;8;nonexistent;-0.805;93.751;-38.952;2.801;5095;no
58;housemaid;married;high.school;no;yes;no;cellular;may;wed;1110;9;162;7;nonexistent;-1.357;93.37;-40.993;2.694;5082;no
58;services;divorced;basic.9y;no;no;yes;cellular;jun;wed;1686;5;134;4;nonexistent;-0.755;93.409;-43.001;2.768;5100;no
56;technician;married;high.school;no;yes;no;cellular;jun;tue;1285;7;161;9;nonexistent;-0.605;93.271;-37.478;3.709;5146;no
51;technician;married;basic.9y;no;yes;no;telephone;may;fri;913;8;138;11;nonexistent;-1.088;93.367;-38.543;3.131;5120;no
72;housemaid;married;university.degree;no;yes;no;telephone;may;fri;1188;11;91;14;nonexistent;-0.743;93.731;-36.342;2.841;5106;no
52;services;married;professional.course;no;yes;no;telephone;may;tue;868;9;125;11;nonexistent;-1.468;93.5;-40.476;2.735;5076;no
50;admin.;married;high.school;no;yes;no;cellular;may;tue;1253;7;179;9;nonexistent;-1.061;93.138;-38.187;3.565;5152;no
45;technician;married;university.degree;no;yes;no;telephone;may;thu;1098;10;153;13;nonexistent;-2.142;94.091;-36.466;2.325;5077;no
62;housemaid;married;high.school;no;yes;no;cellular;jul;wed;1581;7;198;7;nonexistent;-1.043;92.958;-35.138;2.78;5069;yes
41;services;married;basic.9y;no;yes;no;telephone;may;tue;1174;10;120;11;nonexistent;-1.139;93.871;-39.778;2.922;5108;no
47;management;single;basic.4y;no;yes;no;cellular;may;mon;1293;6;43;6;nonexistent;-0.785;93.27;-39.881;3.415;5107;no
63;services;married;high.school;no;yes;no;cellular;jun;tue;1538;8;170;10;nonexistent;-1.361;93.426;-42.31;2.293;5121;no
44;technician;single;university.degree;no;yes;no;telephone;jun;mon;1015;10;3;10;nonexistent;-1.234;93.604;-37.661;3.083;5119;no
53;admin.;married;university.degree;no;yes;no;telephone;jun;fri;1280;10;111;12;nonexistent;-2.443;94.086;-38.2;2.191;5013;no
56;services;married;high.school;no;yes;no;cellular;may;wed;1528;6;192;7;success;-0.668;93.428;-39.305;3.355;5112;no
66;admin.;divorced;basic.9y;no;yes;no;telephone;aug;mon;1537;9;42;13;nonexistent;0.165;92.937;-40.313;3.373;5145;yes
62;technician;married;high.school;no;yes;no;cellular;jul;mon;1424;6;182;10;nonexistent;-1.195;93.326;-38.478;3.067;5110;no
44;unemployed;married;professional.course;no;yes;no;telephone;jun;tue;1096;10;143;11;nonexistent;-1.611;93.922;-37.731;2.69;5090;no
31;management;single;high.school;no;yes;no;cellular;jun;wed;1446;9;16;7;success;-1.076;93.574;-42.198;3.428;5119;yes
64;admin.;married;high.school;no;yes;yes;cellular;may;thu;1602;8;180;8;nonexistent;-1.303;93.394;-43.541;2.32;5148;no
56;technician;married;high.school;no;yes;no;cellular;aug;tue;1518;9;102;9;nonexistent;-0.723;93.711;-37.374;2.731;5104;no
57;services;married;university.degree;no;yes;yes;cellular;jun;fri;1588;6;63;7;nonexistent;-0.873;93.507;-39.86;2.959;5093;no
47;admin.;single;professional.course;no;yes;no;cellular;may;thu;972;9;44;9;nonexistent;-0.689;93.334;-44.882;2.886;5076;no
48;unemployed;single;basic.4y;no;yes;no;telephone;jun;fri;1453;9;104;13;nonexistent;-1.721;93.835;-40.743;2.435;5105;no
57;housemaid;married;basic.4y;no;no;no;cellular;sep;tue;1232;5;174;4;nonexistent;-0.926;92.945;-42.125;3.523;5124;no
55;services;married;university.degree;no;yes;no;telephone;jun;tue;1330;8;148;14;nonexistent;-1.984;93.849;-39.33;2.15;5056;no
54;services;married;professional.course;no;yes;no;telephone;may;wed;1388;10;59;14;nonexistent;-1.811;93.975;-36.876;2.086;5107;no
49;housemaid;married;basic.9y;no;yes;no;telephone;jul;wed;1201;11;118;12;failure;-2.041;93.977;-38.984;2.188;5055;no
69;services;married;high.school;no;yes;no;telephone;may;tue;1104;9;66;12;nonexistent;-1.149;93.534;-36.451;3.09;5133;no
58;blue-collar;married;university.degree;no;yes;no;cellular;jun;fri;1091;8;3;6;nonexistent;-1.35;93.483;-41.783;2.978;5117;no
64;blue-collar;married;university.degree;no;yes;no;cellular;jul;fri;1349;9;158;8;nonexistent;-1.294;93.763;-39.732;2.895;5110;no
71;unemployed;married;professional.course;no;yes;no;telephone;apr;tue;726;10;172;11;nonexistent;-1.398;93.516;-38.594;3.302;5132;no
54;management;divorced;basic.6y;no;yes;no;telephone;jul;fri;1002;10;61;15;failure;-1.52;93.556;-38.243;2.579;5104;no
44;admin.;married;professional.course;no;yes;no;cellular;jun;wed;1182;7;84;8;failure;-1.786;93.12;-41.849;3.067;5135;no
45;admin.;married;basic.4y;no;yes;no;cellular;aug;mon;1088;11;141;8;nonexistent;-0.531;93.588;-37.915;3.392;5105;no
64;admin.;married;university.degree;no;yes;no;cellular;apr;tue;1131;5;195;7;nonexistent;-0.945;92.898;-39.251;3.684;5151;no
65;blue-collar;divorced;basic.4y;no;yes;no;telephone;jun;mon;1061;10;155;12;nonexistent;-0.873;93.301;-38.8;2.938;5129;no
56;admin.;single;high.school;no;yes;no;cellular;may;mon;2035;8;18;9;nonexistent;-1.07;92.918;-35.857;3.009;5048;yes
42;blue-collar;single;high.school;no;yes;no;cellular;apr;mon;1058;10;110;8;nonexistent;-1.043;93.621;-39.51;3.169;5072;no
43;admin.;married;professional.course;no;yes;no;cellular;may;wed;1088;8;49;9;nonexistent;-1.35;93.431;-39.618;3.188;5087;no
69;blue-collar;single;high.school;no;yes;no;telephone;may;tue;1142;7;162;11;nonexistent;-1.311;92.986;-39.496;2.965;5151;no
38;blue-collar;married;basic.4y;no;yes;no;cellular;may;mon;656;10;180;10;nonexistent;-0.933;93.419;-41.824;3.477;5089;no
72;admin.;married;professional.course;no;yes;no;telephone;jun;tue;1381;7;75;13;nonexistent;-0.74;92.83;-39.787;2.957;5191;no
46;retired;married;basic.9y;no;yes;no;cellular;aug;tue;849;7;84;7;nonexistent;-1.081;93.399;-39.222;3.544;5083;no
58;management;single;basic.9y;no;yes;no;cellular;jun;tue;1434;8;71;8;nonexistent;-0.814;93.578;-37.459;3.546;5121;no
57;services;single;university.degree;no;yes;yes;cellular;may;mon;2048;7;174;9;nonexistent;-1.58;94.292;-41.252;2.136;5120;no
64;unemployed;single;high.school;no;yes;no;cellular;jul;wed;1249;6;80;8;nonexistent;-0.732;93.108;-40.257;3.114;5126;no
72;blue-collar;divorced;professional.course;no;yes;no;telephone;jul;mon;1525;8;55;12;nonexistent;-1.531;93.162;-40.317;2.362;5173;no
45;unemployed;married;high.school;no;yes;no;cellular;aug;tue;1222;9;28;9;nonexistent;-0.923;93.716;-39.016;2.865;5119;no
62;management;married;professional.course;no;no;no;cellular;jun;fri;1541;5;36;9;nonexistent;-0.894;93.551;-37.587;3.243;5101;no
60;blue-collar;married;professional.course;no;yes;no;telephone;may;tue;1487;8;169;10;failure;-1.306;93.266;-39.133;2.848;5152;no
60;housemaid;single;high.school;no;no;no;cellular;jun;wed;1318;5;191;1;nonexistent;-0.995;92.668;-45.072;2.793;5103;no
58;admin.;married;university.degree;no;yes;no;telephone;may;mon;1345;9;135;13;nonexistent;-1.652;93.672;-32.693;2.767;5100;no
48;blue-collar;single;high.school;no;yes;no;cellular;may;wed;962;10;178;10;nonexistent;-0.019;93.141;-40.55;3.408;5119;no
43;technician;married;professional.course;no;yes;no;cellular;aug;fri;573;8;63;7;nonexistent;-0.876;93.254;-41.296;3.778;5087;no
55;admin.;married;professional.course;no;no;no;cellular;jun;tue;1433;4;61;5;nonexistent;-0.987;93.19;-40.831;3.14;5099;no
